Number of nodes 5890 
  1855 :  2.6266867e+01  3.8399037e+01 
  1856 :  2.3346651e+01  3.7855625e+01 
  1857 :  1.5629235e+01  3.8330692e+01 
  1858 :  1.4700308e+01  4.4801949e+01 
  1859 :  1.9267644e+01  4.0455027e+01 
  1860 :  2.6029422e+01  3.9999276e+01 
  1861 :  2.6839610e+01  3.8485007e+01 
  1862 :  8.2801246e+00  3.9712839e+01 
  1863 :  8.2728067e+00  3.9866491e+01 
  1864 :  2.5767515e+01  3.8305662e+01 
  1865 :  2.5819536e+01  3.8371946e+01 
  1866 :  2.2994081e+01  3.7360028e+01 
  1867 :  2.4002217e+01  3.5689456e+01 
  1868 :  8.5470531e+00  4.1561957e+01 
  1869 :  1.4075937e+01  4.4834770e+01 
  1870 :  1.2568481e+01  4.5115300e+01 
  1871 :  1.2504407e+01  4.4596817e+01 
  1872 :  1.2463414e+01  4.4715158e+01 
  1873 :  3.0034213e+01  3.1456641e+01 
  1874 :  3.0209810e+01  3.1539920e+01 
  1875 :  2.4493926e+01  4.0633240e+01 
  1876 :  2.0158916e+01  3.2601517e+01 
  1877 :  2.6146677e+01  3.4676944e+01 
  1878 :  3.1615411e+01  3.1775011e+01 
  1879 :  2.7150427e+01  3.1727444e+01 
  1880 :  7.8594419e+00  4.0760567e+01 
  1881 :  6.3275332e+00  3.7292167e+01 
  1882 :  1.0085328e+01  3.9643957e+01 
  1883 :  2.3409389e+01  3.5050796e+01 
  1884 :  1.7033190e+01  3.1499194e+01 
  1885 :  2.2894708e+01  3.3062305e+01 
  1886 :  4.5080622e+00  3.7220323e+01 
  1887 :  1.2569540e+01  3.8391956e+01 
  1888 :  1.9215963e+00  3.6894248e+01 
  1889 :  9.9033626e+00  3.9027230e+01 
  1890 :  1.3299791e+01  3.8517298e+01 
  1891 :  3.4734575e+00  4.2258583e+01 
  1892 :  4.2299939e+00  4.0325945e+01 
  1893 :  1.7789636e+01  3.1280656e+01 
  1894 :  3.4848241e+01  3.3396888e+01 
  1895 :  4.2689169e-01  3.8459051e+01 
  1896 :  1.1683228e+01  4.1764062e+01 
  1897 :  1.0138399e+01  3.7491764e+01 
  1898 :  1.3552749e+00  3.8687741e+01 
  1899 :  3.3953559e+00  4.1588238e+01 
  1900 :  3.2074931e+01  3.5067243e+01 
  1901 :  2.7334800e+01  3.6525055e+01 
  1902 :  2.4084630e+01  3.5830371e+01 
  1903 :  8.9170371e+00  3.8699119e+01 
  1904 :  1.1345945e+01  3.4733746e+01 
  1905 :  6.6439381e-01  3.6638882e+01 
  1906 :  3.0299380e+00  4.0145767e+01 
  1907 :  1.4604470e+01  4.2791713e+01 
  1908 :  1.8775070e+01  4.1890985e+01 
  1909 :  2.3608518e+01  3.7212059e+01 
  1910 :  1.5735689e+01  3.2182358e+01 
  1911 :  1.8711921e+01  3.0793435e+01 
  1912 : -6.6300982e-01  3.7367739e+01 
  1913 :  2.5502538e+01  3.6810870e+01 
  1914 :  1.7554641e+01  4.2479353e+01 
  1915 :  2.4203781e+01  3.8775646e+01 
  1916 :  1.6067824e+01  4.2181117e+01 
  1917 :  2.6955931e+00  4.1342017e+01 
  1918 :  2.0746779e+01  3.7594429e+01 
  1919 :  9.5341920e-01  4.0293754e+01 
  1920 :  2.7072191e+01  3.7050654e+01 
  1921 :  1.1409946e+01  3.6745143e+01 
  1922 :  4.5629778e+00  4.3116892e+01 
  1923 :  2.5188641e+01  3.9662839e+01 
  1924 :  1.4168130e+01  4.3168243e+01 
  1925 : -2.0837170e+00  3.6525830e+01 
  1926 :  7.9168415e+00  4.3484833e+01 
  1927 :  2.5598111e+01  3.7258770e+01 
  1928 :  1.3478418e+01  4.3945755e+01 
  1929 :  1.4960879e+01  4.4097869e+01 
  1930 :  3.2659397e+01  3.1426399e+01 
  1931 :  9.9035354e+00  4.1816801e+01 
  1932 :  1.5608425e+01  3.6995162e+01 
  1933 :  1.3858669e+00  3.9289655e+01 
  1934 :  3.4469886e+01  3.5608406e+01 
  1935 :  1.4897366e+01  3.8497078e+01 
  1936 :  3.5002390e+01  3.6323735e+01 
  1937 :  1.6000538e+01  3.7710709e+01 
  1938 : -1.4645874e+00  3.6999766e+01 
  1939 :  1.2804229e+01  4.4436445e+01 
  1940 :  2.4745292e+01  3.8347126e+01 
  1941 :  1.8279273e+01  3.9744555e+01 
  1942 :  1.0937688e+01  4.2275913e+01 
  1943 :  2.5603977e+01  3.8339040e+01 
  1944 :  2.5806734e+01  3.7075871e+01 
  1945 :  2.4703127e+00  3.9143334e+01 
  1946 :  2.5691842e+01  3.9092923e+01 
  1947 :  3.4516259e+01  3.5264216e+01 
  1948 :  1.6402760e+01  3.1578794e+01 
  1949 :  2.3266819e+01  3.6368292e+01 
  1950 :  2.3659179e+01  3.9294723e+01 
  1951 : -4.7505611e+00  3.5584206e+01 
  1952 :  2.7051374e+01  3.5365415e+01 
  1953 :  2.1473219e+00  3.9630493e+01 
  1954 :  2.5233692e+01  3.7819585e+01 
  1955 :  3.8104960e+00  4.0093106e+01 
  1956 :  1.3812214e+01  4.4711499e+01 
  1957 :  2.5154424e+01  3.7153446e+01 
  1958 :  9.2967640e+00  4.3109624e+01 
  1959 :  1.6893469e+00  3.9108298e+01 
  1960 :  2.7886502e+01  3.5784704e+01 
  1961 :  2.3407211e+01  3.2723679e+01 
  1962 :  2.4864031e+01  3.7641142e+01 
  1963 :  2.4454034e+01  4.0181045e+01 
  1964 : -4.8114728e+00  3.6132374e+01 
  1965 :  1.1835105e+00  3.8871536e+01 
  1966 :  2.3458380e+01  3.5808281e+01 
  1967 :  1.8991348e+01  4.0984226e+01 
  1968 :  1.0283134e+01  4.2845205e+01 
  1969 :  1.3263048e+01  4.0941712e+01 
  1970 :  1.0919174e+01  3.4023392e+01 
  1971 :  1.8549335e+01  4.0684482e+01 
  1972 :  3.2676724e+01  3.5494609e+01 
  1973 :  2.3347002e+01  3.6761183e+01 
  1974 :  2.5343285e+01  4.0152374e+01 
  1975 :  2.5614912e+01  3.4648032e+01 
  1976 :  2.6581897e+01  3.5104277e+01 
  1977 :  1.6463710e+01  3.7977631e+01 
  1978 :  1.7298506e+01  3.8707811e+01 
  1979 :  1.9064665e+01  3.0651067e+01 
  1980 :  2.0649289e+01  3.2928377e+01 
  1981 :  2.1205260e+01  3.3048501e+01 
  1982 :  2.4938602e+01  3.9891367e+01 
  1983 :  1.9760273e+01  3.1805135e+01 
  1984 :  2.6845332e+01  3.5591802e+01 
  1985 :  2.3123058e+01  3.6064247e+01 
  1986 :  1.5961532e+01  3.1613144e+01 
  1987 :  4.0722003e+00  4.3223259e+01 
  1988 :  3.5224022e+00  4.2617333e+01 
  1989 :  7.8532627e+00  3.7230951e+01 
  1990 :  1.8317539e+01  4.2208478e+01 
  1991 :  2.7439473e+01  3.6107946e+01 
  1992 :  2.4137162e+01  3.7654594e+01 
  1993 :  2.5876067e+01  4.0198303e+01 
  1994 :  2.5482126e+01  3.9956175e+01 
  1995 :  9.1080781e+00  4.4071208e+01 
  1996 :  1.9023250e+01  4.0379931e+01 
  1997 :  2.5833722e+01  3.8673687e+01 
  1998 :  2.4614640e+00  3.9857912e+01 
  1999 :  2.2730396e+01  3.6142992e+01 
  2000 :  5.8612308e+00  3.7157798e+01 
  2001 :  1.4735190e+01  3.9948582e+01 
  2002 :  2.7417827e+01  3.5553726e+01 
  2003 :  1.1476258e+01  3.3457774e+01 
  2004 :  1.4526800e+01  4.4678888e+01 
  2005 : -2.3159508e+00  3.6484533e+01 
  2006 :  3.3471668e+01  3.4560301e+01 
  2007 :  8.9764372e+00  4.2954098e+01 
  2008 :  3.3394269e+01  3.5814826e+01 
  2009 :  3.4985681e+01  3.3707202e+01 
  2010 :  3.5217214e+01  3.4172878e+01 
  2011 :  3.3924394e+01  3.5900607e+01 
  2012 :  1.3796817e+01  3.3137960e+01 
  2013 :  3.5567930e+01  3.4656794e+01 
  2014 :  1.8646045e+01  4.0197752e+01 
  2015 :  1.3748631e+01  4.0719782e+01 
  2016 :  3.4743353e+00  4.2939804e+01 
  2017 :  1.2347943e+00  4.0714688e+01 
  2018 : -1.2861669e+00  3.7269200e+01 
  2019 :  3.2296744e+01  3.1352673e+01 
  2020 :  2.2443272e+01  3.6388076e+01 
  2021 :  2.8153064e+01  3.5965674e+01 
  2022 : -1.1656049e-01  3.6139063e+01 
  2023 :  2.7663825e+01  3.5848428e+01 
  2024 :  2.3601751e+01  3.9744352e+01 
  2025 :  5.6766020e-01  3.9996653e+01 
  2026 :  3.3744156e+00  3.7135623e+01 
  2027 :  2.6424966e+01  3.7721547e+01 
  2028 :  3.2616235e+01  3.4532578e+01 
  2029 :  1.3950072e+01  3.8297833e+01 
  2030 :  1.0896081e+01  3.6038627e+01 
  2031 : -5.0313360e+00  3.5866671e+01 
  2032 :  8.5239941e+00  4.1202531e+01 
  2033 :  2.0341335e+01  3.7882777e+01 
  2034 :  2.2101869e+01  3.6419412e+01 
  2035 :  7.4880252e+00  4.3359401e+01 
  2036 :  1.3385458e+01  4.5284545e+01 
  2037 :  9.0414222e+00  3.7307540e+01 
  2038 :  8.2527653e+00  3.9589535e+01 
  2039 :  8.0636302e+00  3.9854285e+01 
  2040 :  2.7758667e+01  3.1464667e+01 
  2041 :  8.4907198e+00  4.2587011e+01 
  2042 :  1.2668662e+01  3.7444580e+01 
  2043 :  3.5567584e+01  3.5217537e+01 
  2044 :  2.3816883e+01  3.7551570e+01 
  2045 :  2.4255773e+01  3.2328099e+01 
  2046 :  1.7257219e+01  3.9399034e+01 
  2047 :  2.5543446e+01  3.1860032e+01 
  2048 :  2.4523146e-01  3.9179810e+01 
  2049 :  8.5249252e+00  3.7252815e+01 
  2050 :  1.0108025e+01  4.0239406e+01 
  2051 :  3.1829903e+01  3.6232791e+01 
  2052 : -1.6393403e+00  3.5530635e+01 
  2053 :  8.3314488e+00  3.8973689e+01 
  2054 :  2.8010983e+01  4.0656615e+01 
  2055 :  3.0917899e+01  3.6493843e+01 
  2056 :  2.4746575e+00  3.6914485e+01 
  2057 :  3.5264340e+00  3.9438419e+01 
  2058 :  2.7670615e+01  3.6341551e+01 
  2059 :  2.5716168e+01  4.0514533e+01 
  2060 : -4.2242153e+00  3.6404147e+01 
  2061 :  3.1150428e+00  4.1455537e+01 
  2062 :  3.4724113e+01  3.6466344e+01 
  2063 :  2.4499996e+01  4.0531426e+01 
  2064 :  3.3178515e+01  3.4599885e+01 
  2065 :  1.5534518e+01  3.8483982e+01 
  2066 :  2.4621114e+01  3.2168583e+01 
  2067 :  3.0558600e+00  3.9183804e+01 
  2068 :  1.2234055e+01  3.7711422e+01 
  2069 :  1.2980772e+01  4.5489037e+01 
  2070 :  1.7295869e+01  3.9065278e+01 
  2071 :  1.5425955e+01  3.2433821e+01 
  2072 :  1.2617955e+01  4.4835970e+01 
  2073 :  1.5005547e+01  3.2598484e+01 
  2074 :  2.8460574e+01  3.6309443e+01 
  2075 :  1.3325508e+01  4.5001432e+01 
  2076 :  2.5853236e+01  3.8876304e+01 
  2077 :  1.8564385e+01  4.2147099e+01 
  2078 :  2.1965304e+00  4.1198289e+01 
  2079 :  9.7461341e+00  4.2199292e+01 
  2080 :  2.8195389e+01  4.0777589e+01 
  2081 :  3.7743524e+00  3.9808756e+01 
  2082 : -2.0174781e+00  3.5376168e+01 
  2083 :  2.1540829e+01  3.3094808e+01 
  2084 :  2.5204634e+01  3.4806140e+01 
  2085 :  1.9971916e+01  3.2348818e+01 
  2086 :  1.0671168e+01  3.3950410e+01 
  2087 :  1.0441981e+01  3.4144571e+01 
  2088 :  2.3909323e+01  3.9024648e+01 
  2089 :  1.1293241e+01  4.2085554e+01 
  2090 :  2.9942247e-01  3.6461062e+01 
  2091 :  1.3951707e+01  4.3349333e+01 
  2092 :  2.3105638e+01  4.0179642e+01 
  2093 :  2.8561856e+01  4.0713904e+01 
  2094 :  1.6944187e+01  4.0162279e+01 
  2095 :  2.9011460e+01  3.6260897e+01 
  2096 :  2.8510338e+01  3.1206296e+01 
  2097 :  1.6669963e+01  3.8256758e+01 
  2098 :  1.4286502e+01  3.2819708e+01 
  2099 :  1.3674652e+01  4.3745336e+01 
  2100 :  4.9451690e+00  3.7020275e+01 
  2101 :  2.4440124e+01  3.5773374e+01 
  2102 :  3.2745806e+01  3.5888192e+01 
  2103 :  8.1320736e+00  4.3712166e+01 
  2104 :  1.6185417e+01  4.3334599e+01 
  2105 :  1.3344725e+01  3.3037857e+01 
  2106 :  5.7945535e+00  4.2951358e+01 
  2107 :  8.9237088e-01  3.6602409e+01 
  2108 :  2.2041372e+01  3.6669990e+01 
  2109 :  2.3379615e+01  3.9756304e+01 
  2110 :  1.7246675e+01  4.0235431e+01 
  2111 :  2.9677552e+01  3.6031864e+01 
  2112 :  3.1095021e+01  3.1725670e+01 
  2113 :  3.5597556e+01  3.5518679e+01 
  2114 :  2.5956334e+01  3.1750319e+01 
  2115 :  1.2465383e+01  4.1365117e+01 
  2116 :  2.2071077e+01  3.3070806e+01 
  2117 :  2.3256783e+01  3.7233776e+01 
  2118 :  3.2166436e+01  3.4881140e+01 
  2119 :  1.2888420e+01  4.1198068e+01 
  2120 :  1.7552142e+01  4.2688210e+01 
  2121 :  1.9122153e+01  4.1616583e+01 
  2122 :  1.1234358e+01  3.5166082e+01 
  2123 :  2.4794618e+01  3.4832988e+01 
  2124 :  3.5575504e+01  3.4459438e+01 
  2125 :  2.1425864e+01  3.7049302e+01 
  2126 :  8.3440521e+00  4.2178909e+01 
  2127 :  4.2613639e+00  3.7062173e+01 
  2128 :  3.8180643e+00  3.7080585e+01 
  2129 :  2.4964164e+01  4.0577225e+01 
  2130 :  2.6580940e+01  3.8037244e+01 
  2131 :  1.3698369e+01  3.7023324e+01 
  2132 : -4.6986060e+00  3.6362382e+01 
  2133 :  1.9759169e+01  3.1445748e+01 
  2134 :  2.3738655e+01  3.2314984e+01 
  2135 : -2.6287029e+00  3.6595538e+01 
  2136 :  2.0915622e+01  3.8090871e+01 
  2137 :  3.3099979e+01  3.5935668e+01 
  2138 :  2.7266382e+01  3.6710401e+01 
  2139 :  1.8049102e+01  4.0824799e+01 
  2140 :  2.4915075e+01  3.5562743e+01 
  2141 :  1.7318420e+01  4.1169579e+01 
  2142 :  8.0519320e+00  3.7243374e+01 
  2143 :  1.0651341e+01  3.4397014e+01 
  2144 :  2.7594619e+00  3.6922679e+01 
  2145 :  1.9251281e+01  4.1410174e+01 
  2146 :  9.5309782e+00  4.4007717e+01 
  2147 :  1.8254944e+01  3.0914208e+01 
  2148 :  2.7293638e+01  3.1501820e+01 
  2149 :  9.6698423e+00  4.1378548e+01 
  2150 :  3.3722981e+01  3.5765326e+01 
  2151 : -3.4433658e+00  3.6555049e+01 
  2152 :  1.3445808e+00  3.6690329e+01 
  2153 :  2.3350607e+01  3.5453301e+01 
  2154 :  1.0951263e+01  3.6286680e+01 
  2155 :  1.7955816e+01  3.9781134e+01 
  2156 :  1.4745609e+01  4.4615699e+01 
  2157 :  2.2462444e+01  3.3007543e+01 
  2158 :  4.9289867e-02  3.6142004e+01 
  2159 :  5.6078762e+00  3.6948531e+01 
  2160 :  1.9131528e+01  4.0568784e+01 
  2161 :  2.1081519e+01  3.2925389e+01 
  2162 :  1.5600513e+01  3.7330696e+01 
  2163 :  1.7892759e+01  3.1059626e+01 
  2164 :  1.5622233e+01  3.9616590e+01 
  2165 :  2.6393254e+01  3.8837205e+01 
  2166 :  1.1949586e+01  3.3193677e+01 
  2167 :  3.1749192e+01  3.1547121e+01 
  2168 :  1.6780763e+01  3.1356881e+01 
  2169 :  8.4766412e+00  4.4045797e+01 
  2170 :  1.3341312e+01  3.7179796e+01 
  2171 :  1.6927510e+01  3.8581558e+01 
  2172 :  2.0353724e+01  3.2601102e+01 
  2173 :  3.4769636e+01  3.2767634e+01 
  2174 :  2.5407824e+01  4.0707571e+01 
  2175 :  1.4741573e+01  3.8296565e+01 
  2176 : -4.1536173e+00  3.5363380e+01 
  2177 : -5.8185332e-01  3.5960033e+01 
  2178 :  9.5943019e+00  4.1691034e+01 
  2179 : -3.7407064e+00  3.5387490e+01 
  2180 :  1.3253824e+01  4.3944440e+01 
  2181 :  9.9082213e+00  4.0006840e+01 
  2182 :  8.7329410e+00  4.4061211e+01 
  2183 : -1.7975638e+00  3.6731151e+01 
  2184 :  1.1743114e+01  4.1874603e+01 
  2185 :  2.6568092e+00  4.1448080e+01 
  2186 :  1.7354969e+01  3.1239334e+01 
  2187 :  2.6726263e+01  3.1639850e+01 
  2188 :  1.7663559e+01  4.0000161e+01 
  2189 :  5.3468360e+00  4.3071492e+01 
  2190 :  3.6458246e+00  4.3172481e+01 
  2191 :  2.8868771e+01  3.1095399e+01 
  2192 :  3.5123851e+01  3.3506200e+01 
  2193 :  2.3031252e+01  4.0014418e+01 
  2194 :  9.8444483e+00  3.9496511e+01 
  2195 :  1.4825456e+01  4.4311063e+01 
  2196 :  9.7461818e+00  4.2538347e+01 
  2197 :  2.7157736e+01  3.6864112e+01 
  2198 :  1.6846883e+01  4.1318176e+01 
  2199 :  3.0383371e+01  3.1617398e+01 
  2200 : -3.0271965e+00  3.6557776e+01 
  2201 :  3.1516015e+01  3.6519807e+01 
  2202 :  1.0891974e+01  3.7164024e+01 
  2203 :  7.9710580e+00  4.0202699e+01 
  2204 :  1.7090610e+00  4.1036530e+01 
  2205 :  2.6346094e+01  3.1704264e+01 
  2206 :  2.9238402e+01  3.1068087e+01 
  2207 :  3.4678980e+01  3.2457271e+01 
  2208 : -2.4380006e+00  3.5274447e+01 
  2209 :  3.4137552e+01  3.5821879e+01 
  2210 :  3.0094970e+01  3.6047015e+01 
  2211 :  1.5887599e+01  3.9061852e+01 
  2212 :  2.6921321e-01  3.9746107e+01 
  2213 :  2.5809341e+01  3.4838062e+01 
  2214 :  1.6450423e+01  4.1437175e+01 
  2215 :  8.9975601e+00  4.4207746e+01 
  2216 :  3.5557461e+01  3.6416934e+01 
  2217 :  7.1271271e-01  4.0287465e+01 
  2218 :  3.5338919e+01  3.3950691e+01 
  2219 :  1.7464649e+00  3.6724951e+01 
  2220 :  3.2187966e+01  3.5219132e+01 
  2221 :  6.8279497e+00  4.3165226e+01 
  2222 :  2.4085436e+01  3.5042357e+01 
  2223 :  7.1178466e+00  3.7203169e+01 
  2224 :  1.5578467e+01  3.7643573e+01 
  2225 :  3.3095534e+01  3.1253616e+01 
  2226 :  2.7746986e+01  3.1324570e+01 
  2227 :  1.6681180e+01  4.3235871e+01 
  2228 :  3.0727890e+01  3.6512016e+01 
  2229 :  3.3489326e+01  3.5669880e+01 
  2230 :  1.4967368e+01  4.4227235e+01 
  2231 :  1.3913531e+01  3.2932788e+01 
  2232 :  2.5955972e+01  3.9560602e+01 
  2233 :  1.9817375e+01  3.1130666e+01 
  2234 :  4.3640771e+00  4.0111748e+01 
  2235 :  3.4913498e+01  3.3051384e+01 
  2236 :  3.4566857e+01  3.2146859e+01 
  2237 :  2.3011102e+01  3.2824283e+01 
  2238 :  3.3716452e+00  4.1961761e+01 
  2239 : -3.4031021e-02  3.8389547e+01 
  2240 : -8.3446901e-01  3.5874700e+01 
  2241 :  2.7825248e+01  4.0625749e+01 
  2242 :  2.3568143e+01  3.7536246e+01 
  2243 : -3.8428652e+00  3.6569058e+01 
  2244 :  1.3069549e+01  3.8346101e+01 
  2245 :  2.6090321e+01  3.8746692e+01 
  2246 :  1.9333408e+01  4.0104416e+01 
  2247 :  1.1176344e+01  3.6603699e+01 
  2248 :  3.2181770e+00  3.6952920e+01 
  2249 :  2.0666099e+01  3.7927031e+01 
  2250 :  1.7585343e+01  4.0923598e+01 
  2251 :  1.2960055e+01  3.3002637e+01 
  2252 :  1.4282697e+00  4.0939212e+01 
  2253 :  1.9471947e+01  3.9802412e+01 
  2254 :  3.0758791e+01  3.1708898e+01 
  2255 :  3.4411255e+01  3.6444274e+01 
  2256 : -5.1748533e+00  3.6009495e+01 
  2257 :  1.5384890e+01  3.7594497e+01 
  2258 :  1.9795534e+01  3.0861857e+01 
  2259 :  1.9618582e+01  3.9784947e+01 
  2260 :  2.6635894e+01  3.7588323e+01 
  2261 :  2.8664115e+01  4.0829827e+01 
  2262 :  2.1191639e+01  3.7418852e+01 
  2263 :  2.8336897e+01  4.0583343e+01 
  2264 :  4.2849800e+00  4.3314169e+01 
  2265 :  1.5388508e+01  4.2100799e+01 
  2266 :  3.3575700e+01  3.5579005e+01 
  2267 :  1.5886423e+01  3.9350410e+01 
  2268 :  3.3476418e+01  3.1282775e+01 
  2269 :  7.4679324e+00  4.3563287e+01 
  2270 :  2.9696563e+01  3.1192095e+01 
  2271 :  2.7952423e+01  4.0837292e+01 
  2272 :  2.3578829e+01  3.7786010e+01 
  2273 :  1.4107951e+01  4.2909782e+01 
  2274 :  2.3679392e+01  3.5129434e+01 
  2275 :  1.9238831e+01  4.1105765e+01 
  2276 :  3.5738716e+01  3.5106790e+01 
  2277 :  9.6564603e+00  4.2877590e+01 
  2278 :  1.8076784e+01  4.2413429e+01 
  2279 :  1.2275423e+01  3.3039876e+01 
  2280 :  1.5634282e+01  3.1792810e+01 
  2281 :  1.5725157e+01  3.8547552e+01 
  2282 :  7.4306709e+00  3.7176801e+01 
  2283 :  8.9000819e+00  4.2781888e+01 
  2284 :  1.9281976e+01  3.0416548e+01 
  2285 : -2.8036874e+00  3.5347051e+01 
  2286 :  8.4839922e+00  4.1889299e+01 
  2287 :  1.4014602e+01  4.4698895e+01 
  2288 :  6.7143495e+00  3.7212303e+01 
  2289 :  1.5207200e+01  4.3886909e+01 
  2290 :  1.2735082e+01  4.4114755e+01 
  2291 :  3.4444910e+01  3.1846318e+01 
  2292 :  3.5663116e+01  3.6020564e+01 
  2293 :  3.3113315e+01  3.5491594e+01 
  2294 :  7.1718045e+00  4.3326784e+01 
  2295 :  2.5678935e+01  3.9329564e+01 
  2296 : -2.3925325e-02  3.9215635e+01 
  2297 :  4.2492248e+00  3.9717643e+01 
  2298 :  1.5344597e+01  3.8365192e+01 
  2299 :  2.7744151e+01  3.6486914e+01 
  2300 :  2.8126165e+01  3.1265323e+01 
  2301 :  1.0310411e+01  4.3006605e+01 
  2302 :  3.0534154e+01  3.6093681e+01 
  2303 : -1.4314349e+00  3.7265398e+01 
  2304 :  2.7584368e+01  3.6550568e+01 
  2305 :  2.1601964e+01  3.6821317e+01 
  2306 :  3.4882125e+01  3.6563134e+01 
  2307 :  2.4423566e+01  3.8646686e+01 
  2308 :  1.4780286e+01  4.2298987e+01 
  2309 :  9.8810273e+00  4.1061584e+01 
  2310 :  2.5290203e+01  3.5502161e+01 
  2311 :  2.8465466e+01  3.6491234e+01 
  2312 : -4.8728275e+00  3.5518583e+01 
  2313 :  1.8673636e+01  4.0321327e+01 
  2314 :  1.8834902e+01  3.0537883e+01 
  2315 :  3.4220476e+01  3.1598619e+01 
  2316 :  2.3773216e+01  3.9901193e+01 
  2317 :  3.4267361e+01  3.5258356e+01 
  2318 :  1.1603732e+01  3.3297957e+01 
  2319 :  1.6191069e+01  3.1422498e+01 
  2320 :  3.3916192e+01  3.4752741e+01 
  2321 :  1.0267671e+01  3.7223075e+01 
  2322 :  2.3197581e+01  3.9593213e+01 
  2323 :  2.5367664e+01  3.6877837e+01 
  2324 : -2.0579421e+00  3.5236772e+01 
  2325 :  2.7036135e+01  3.7633034e+01 
  2326 :  8.7617366e+00  3.7139043e+01 
  2327 :  1.4380781e+01  3.8147995e+01 
  2328 :  1.4125982e+01  4.0632430e+01 
  2329 :  3.4195054e+01  3.4964886e+01 
  2330 :  3.3744393e+01  3.1327862e+01 
  2331 :  3.3688267e+01  3.5987081e+01 
  2332 :  2.4080532e+01  3.2208616e+01 
  2333 :  3.3968219e+00  4.2436041e+01 
  2334 :  3.2537648e+01  3.1342060e+01 
  2335 :  2.5294366e+01  3.1880777e+01 
  2336 : -4.2270856e+00  3.6563325e+01 
  2337 :  1.3517317e+01  4.1092082e+01 
  2338 :  1.5778746e+01  3.7810499e+01 
  2339 :  2.4959968e+01  4.0009266e+01 
  2340 :  1.7156757e+01  3.9614079e+01 
  2341 :  9.9592773e+00  3.9177960e+01 
  2342 :  1.3029770e+01  3.7336578e+01 
  2343 :  1.4221891e+01  4.4750812e+01 
  2344 : -5.2118226e+00  3.5858214e+01 
  2345 :  1.3271092e+01  4.5410815e+01 
  2346 :  1.1123340e+01  3.7231567e+01 
  2347 :  1.1239291e+01  3.7086571e+01 
  2348 :  1.7675705e+01  4.0146156e+01 
  2349 :  2.0547173e+01  3.8806159e+01 
  2350 :  2.5411827e+01  3.9767571e+01 
  2351 :  1.4750980e+01  4.0319577e+01 
  2352 :  1.6471088e+01  4.1995760e+01 
  2353 :  1.4939290e+01  3.6550418e+01 
  2354 :  1.4371922e+01  4.4996154e+01 
  2355 :  2.0050254e+01  3.8122422e+01 
  2356 :  2.0229693e+01  3.8180392e+01 
  2357 :  3.5464805e+00  3.9813290e+01 
  2358 :  1.0757475e+01  3.6008570e+01 
  2359 :  2.3421907e+01  3.9072738e+01 
  2360 :  2.3208530e+01  4.0042236e+01 
  2361 :  6.2532831e+00  4.2948956e+01 
  2362 :  1.5366688e+01  3.9884670e+01 
  2363 :  8.2276213e+00  3.9446649e+01 
  2364 :  3.5639261e+01  3.5799647e+01 
  2365 :  1.3585821e+01  3.8298919e+01 
  2366 :  2.4373416e+01  4.0466296e+01 
  2367 :  6.0081092e+00  3.7060808e+01 
  2368 : -1.6439972e+00  3.5407133e+01 
  2369 :  2.8222368e+01  3.6525603e+01 
  2370 :  8.2187458e+00  4.0326983e+01 
  2371 :  1.0917474e+01  3.6136968e+01 
  2372 : -5.1204658e-01  3.7718855e+01 
  2373 :  1.4051608e+01  3.8164264e+01 
  2374 :  5.2004795e+00  3.6908438e+01 
  2375 :  9.4008045e+00  3.8944945e+01 
  2376 :  3.2506939e+01  3.5303745e+01 
  2377 :  1.4674610e+01  3.2839344e+01 
  2378 :  2.0773023e+01  3.8645125e+01 
  2379 :  2.0186869e+01  3.9247409e+01 
  2380 :  2.5887902e+01  4.0344980e+01 
  2381 :  1.5411056e+01  3.6715528e+01 
  2382 :  2.8837582e+01  4.0698376e+01 
  2383 :  3.2034090e+01  3.1355979e+01 
  2384 :  2.5394042e+01  3.7281335e+01 
  2385 :  1.2590967e+01  3.2971818e+01 
  2386 :  2.8795555e+01  3.6509376e+01 
  2387 :  2.5930619e+01  4.0587356e+01 
  2388 :  2.3498198e+00  3.6791649e+01 
  2389 :  3.1979698e+01  3.6333107e+01 
  2390 :  1.0360020e+01  4.3274427e+01 
  2391 :  8.2038103e+00  4.0967979e+01 
  2392 :  1.6831387e+01  3.9873933e+01 
  2393 :  9.9982569e+00  4.0368284e+01 
  2394 :  2.5009064e+01  3.7974274e+01 
  2395 : -3.3669169e+00  3.5367679e+01 
  2396 :  1.4482409e+01  4.0474238e+01 
  2397 :  1.4996142e+01  4.2167406e+01 
  2398 :  2.5697652e+01  3.8169356e+01 
  2399 :  2.5854650e+01  3.8136065e+01 
  2400 :  3.2561794e+00  4.2892878e+01 
  2401 :  2.4457172e+01  3.4963705e+01 
  2402 :  2.5758877e+01  3.5462346e+01 
  2403 :  4.6691594e+00  4.3087703e+01 
  2404 :  2.3361042e+01  3.7073007e+01 
  2405 : -4.5460412e+00  3.5337577e+01 
  2406 :  2.7106125e+01  3.5786355e+01 
  2407 :  1.4592631e+01  4.5072398e+01 
  2408 :  2.7157649e+01  3.7279649e+01 
  2409 : -3.1124363e+00  3.5463059e+01 
  2410 :  3.1165293e+01  3.6638670e+01 
  2411 :  2.6565694e+01  3.8871312e+01 
  2412 :  2.1169279e+01  3.7628207e+01 
  2413 :  1.5741034e+01  4.3449369e+01 
