Number of nodes 5890 
  5700 :  1.2897450e+01  3.4191588e+01 
  5701 :  2.5544910e+01  3.3465869e+01 
  5702 :  6.5233451e+00  3.8675159e+01 
  5703 :  2.9540852e+01  3.4992833e+01 
  5704 :  1.8368585e+01  3.7623523e+01 
  5705 :  1.9343081e+01  3.3996647e+01 
  5706 :  2.4997760e+01  3.3517779e+01 
  5707 :  1.6644391e+01  3.3256299e+01 
  5708 :  1.6052823e+01  3.3638219e+01 
  5709 :  1.9341676e+01  3.6977141e+01 
  5710 :  2.8688455e+01  3.2890286e+01 
  5711 :  2.9300059e+01  3.3157275e+01 
  5712 :  2.1030239e+01  3.4524821e+01 
  5713 :  1.5428547e+01  3.3944860e+01 
  5714 :  3.1004834e+01  3.3301972e+01 
  5715 :  1.9754419e+01  3.6336590e+01 
  5716 :  5.8385569e+00  3.9652580e+01 
  5717 :  3.3222672e+01  3.3124995e+01 
  5718 :  1.4867789e+01  3.5181137e+01 
  5719 :  2.1989624e+01  3.4539085e+01 
  5720 :  3.2498439e+01  3.3350453e+01 
  5721 :  1.6234661e+01  3.5783667e+01 
  5722 :  1.6655358e+01  3.5990375e+01 
  5723 :  1.4413359e+01  3.4462567e+01 
  5724 :  2.8467555e+01  3.4606536e+01 
  5725 :  1.3037041e+01  3.5728844e+01 
  5726 :  5.6442708e+00  3.8536300e+01 
  5727 :  1.7650640e+01  3.2553442e+01 
  5728 :  1.8472165e+01  3.2675683e+01 
  5729 :  1.9969140e+01  3.5825357e+01 
  5730 :  3.0605827e+01  3.4742583e+01 
  5731 :  2.1610324e+01  3.4683096e+01 
  5732 :  2.7841398e+01  3.3947895e+01 
  5733 :  1.8875366e+01  3.3115066e+01 
  5734 :  1.2715245e+01  3.4595805e+01 
  5735 :  6.3442110e+00  4.0217097e+01 
  5736 :  2.0091157e+01  3.4273911e+01 
  5737 :  1.7894715e+01  3.7233177e+01 
  5738 :  3.2377157e+01  3.2857031e+01 
  5739 :  3.1870562e+01  3.3597085e+01 
  5740 :  5.1082019e+00  3.9000390e+01 
  5741 :  2.9225278e+01  3.2492419e+01 
  5742 :  2.7391094e+01  3.2946060e+01 
  5743 :  2.1431656e+01  3.5132046e+01 
  5744 :  5.9930901e+00  4.0861600e+01 
  5745 :  1.8950057e+01  3.7224899e+01 
  5746 :  2.4793352e+01  3.3689444e+01 
  5747 :  3.0151443e+01  3.3299378e+01 
  5748 :  3.3105306e+01  3.2846728e+01 
  5749 :  2.8057479e+01  3.4447103e+01 
  5750 :  1.5617460e+01  3.5148229e+01 
  5751 :  2.1085969e+01  3.5340356e+01 
  5752 :  2.6893190e+01  3.3004728e+01 
  5753 :  3.0948116e+01  3.3884894e+01 
  5754 :  1.3124687e+01  3.4332203e+01 
  5755 :  5.9828740e+00  4.1432288e+01 
  5756 :  2.9537747e+01  3.2455780e+01 
  5757 :  1.7389761e+01  3.6639829e+01 
  5758 :  3.0277211e+01  3.4855852e+01 
  5759 :  4.9614895e+00  3.8417630e+01 
  5760 :  1.8070742e+01  3.2417035e+01 
  5761 :  1.6858669e+01  3.2536434e+01 
  5762 :  1.1404941e+01  3.9283623e+01 
  5763 :  1.9907204e+01  3.5493030e+01 
  5764 :  1.5970875e+01  3.5063504e+01 
  5765 :  2.9669668e+01  3.4791452e+01 
  5766 :  1.7010245e+01  3.5821311e+01 
  5767 :  1.9726662e+01  3.4192136e+01 
  5768 :  1.5462646e+01  3.4239852e+01 
  5769 :  1.7147938e+01  3.2815014e+01 
  5770 :  2.8776510e+01  3.4439092e+01 
  5771 :  3.0596465e+01  3.3909579e+01 
  5772 :  1.4216744e+01  3.4736268e+01 
  5773 :  1.8630126e+01  3.3171409e+01 
  5774 :  2.8037501e+01  3.3645269e+01 
  5775 :  3.0008902e+01  3.4585176e+01 
  5776 :  6.1054631e+00  3.9073322e+01 
  5777 :  6.3209853e+00  3.9639902e+01 
  5778 :  2.0828520e+01  3.5046329e+01 
  5779 :  2.7915062e+01  3.3256375e+01 
  5780 :  1.3355822e+01  3.5209954e+01 
  5781 :  1.7221908e+01  3.3276029e+01 
  5782 :  1.9072747e+01  3.3714973e+01 
  5783 :  3.0658246e+01  3.3547628e+01 
  5784 :  2.8382004e+01  3.4315966e+01 
  5785 :  2.0405515e+01  3.5342521e+01 
  5786 :  1.7915138e+01  3.6864725e+01 
  5787 :  1.8158592e+01  3.7465678e+01 
  5788 :  3.2890131e+01  3.3235636e+01 
  5789 :  1.8583815e+01  3.7208789e+01 
  5790 :  2.9278309e+01  3.2716796e+01 
  5791 :  1.3260412e+01  3.4724114e+01 
  5792 :  5.2303845e+00  3.8768714e+01 
  5793 :  6.5461117e+00  3.8996384e+01 
  5794 :  1.9747994e+01  3.5987725e+01 
  5795 :  1.6350019e+01  3.5376684e+01 
  5796 :  1.6565120e+01  3.5763734e+01 
  5797 :  1.8106832e+01  3.2782552e+01 
  5798 :  5.9276003e+00  3.9448864e+01 
  5799 :  1.4873618e+01  3.4478001e+01 
  5800 :  1.5876970e+01  3.3955888e+01 
  5801 :  1.4444558e+01  3.5179956e+01 
  5802 :  3.2105626e+01  3.3177362e+01 
  5803 :  5.9713535e+00  4.0559401e+01 
  5804 :  3.0437696e+01  3.4404230e+01 
  5805 :  2.7483025e+01  3.3304645e+01 
  5806 :  2.8767408e+01  3.3260936e+01 
  5807 :  2.5177182e+01  3.3300398e+01 
  5808 :  2.1219312e+01  3.4842221e+01 
  5809 :  2.0515950e+01  3.4641187e+01 
  5810 :  1.3010936e+01  3.5441243e+01 
  5811 :  1.3803436e+01  3.5375748e+01 
  5812 :  6.0461987e+00  3.9861885e+01 
  5813 :  1.8541305e+01  3.2966572e+01 
  5814 :  1.6307709e+01  3.3567381e+01 
  5815 :  2.9062193e+01  3.2863050e+01 
  5816 :  3.1451734e+01  3.3433703e+01 
  5817 :  2.9730433e+01  3.3425065e+01 
  5818 :  3.0933951e+01  3.3674708e+01 
  5819 :  1.7448004e+01  3.6111357e+01 
  5820 :  1.9138176e+01  3.6900394e+01 
  5821 :  1.2954082e+01  3.4813817e+01 
  5822 :  1.9254327e+01  3.6613606e+01 
  5823 :  1.9461000e+01  3.5787078e+01 
  5824 :  2.9733831e+01  3.4217900e+01 
  5825 :  1.7742315e+01  3.3225416e+01 
  5826 :  1.6337506e+01  3.3914054e+01 
  5827 :  1.8901786e+01  3.6495858e+01 
  5828 :  2.8642855e+01  3.4224787e+01 
  5829 :  1.9839847e+01  3.5039955e+01 
  5830 :  1.8233881e+01  3.7191203e+01 
  5831 :  1.8913105e+01  3.4313173e+01 
  5832 :  1.8191547e+01  3.3111404e+01 
  5833 :  1.8434712e+01  3.3487567e+01 
  5834 :  2.8274334e+01  3.4004309e+01 
  5835 :  1.7697452e+01  3.2893524e+01 
  5836 :  1.6747169e+01  3.3752707e+01 
  5837 :  1.3833156e+01  3.4939009e+01 
  5838 :  1.4830136e+01  3.4828809e+01 
  5839 :  1.5375082e+01  3.4561020e+01 
  5840 :  2.9188689e+01  3.3609549e+01 
  5841 :  1.9362832e+01  3.6272467e+01 
  5842 :  2.9338016e+01  3.4602447e+01 
  5843 :  1.5958569e+01  3.4293425e+01 
  5844 :  1.9950147e+01  3.4661569e+01 
  5845 :  1.7910291e+01  3.6417622e+01 
  5846 :  3.0267081e+01  3.4034427e+01 
  5847 :  1.6368632e+01  3.4987553e+01 
  5848 :  1.6828401e+01  3.5439627e+01 
  5849 :  1.5571809e+01  3.4909421e+01 
  5850 :  3.0209966e+01  3.3664595e+01 
  5851 :  2.8338724e+01  3.3255951e+01 
  5852 :  1.8737151e+01  3.6844491e+01 
  5853 :  2.0240501e+01  3.5017233e+01 
  5854 :  6.3767628e+00  3.9355216e+01 
  5855 :  3.2439825e+01  3.3070645e+01 
  5856 :  1.7423381e+01  3.5630944e+01 
  5857 :  1.7366854e+01  3.5147880e+01 
  5858 :  1.7078853e+01  3.4207681e+01 
  5859 :  1.9264596e+01  3.5234817e+01 
  5860 :  1.7845216e+01  3.3661339e+01 
  5861 :  1.8947288e+01  3.5946373e+01 
  5862 :  1.8611799e+01  3.3966837e+01 
  5863 :  1.6320264e+01  3.4698805e+01 
  5864 :  1.6815160e+01  3.4884756e+01 
  5865 :  2.8820883e+01  3.3806833e+01 
  5866 :  1.7309808e+01  3.3707827e+01 
  5867 :  1.9321939e+01  3.4673860e+01 
  5868 :  1.9067394e+01  3.6283328e+01 
  5869 :  1.8336724e+01  3.6808975e+01 
  5870 :  1.7895700e+01  3.5930803e+01 
  5871 :  2.9093143e+01  3.4193037e+01 
  5872 :  1.5891335e+01  3.4651463e+01 
  5873 :  2.8371925e+01  3.3547927e+01 
  5874 :  1.5277449e+01  3.4871520e+01 
  5875 :  2.9907452e+01  3.3755238e+01 
  5876 :  1.8810214e+01  3.5443954e+01 
  5877 :  1.7267635e+01  3.4656647e+01 
  5878 :  1.7901419e+01  3.4312933e+01 
  5879 :  1.8467815e+01  3.4651733e+01 
  5880 :  1.8488290e+01  3.6274352e+01 
  5881 :  1.7372951e+01  3.4052636e+01 
  5882 :  1.8748166e+01  3.4952918e+01 
  5883 :  1.7861122e+01  3.5446668e+01 
  5884 :  1.6792816e+01  3.4348764e+01 
  5885 :  2.9404541e+01  3.3851307e+01 
  5886 :  1.7872801e+01  3.4917965e+01 
  5887 :  1.8368944e+01  3.5713656e+01 
  5888 :  1.8282832e+01  3.5251440e+01 
  5889 :  1.8195649e+01  3.4924812e+01 
Number of quads 5291 
     0 :   2143   2606    844    843 
     1 :    844   2606   1442    845 
     2 :   1529   2249     25   1222 
     3 :     25   2249   1637   1245 
     4 :   2369   1839   1172   1171 
     5 :   1172   1839   1489   1173 
     6 :    863   1520    865    864 
     7 :    865   1520   1793    866 
     8 :    763   2973   2172    764 
     9 :    763    762   1620   2973 
    10 :    501   1797   1511    502 
    11 :   1343     80     79     78 
    12 :     78     77   1704   1343 
    13 :    382    369    368    383 
    14 :   4824   4156   4592   4671 
    15 :   4079   2979   3531   3381 
    16 :   3744   2546   3395   3759 
    17 :   4535   3955   3704   3921 
    18 :   1446   2417   3554   3023 
    19 :   2719   3424   3226   3532 
    20 :   2055   2228   1395   2665 
    21 :   2681   1994   2712   2747 
    22 :   3701   4514   4774   4370 
    23 :   3777   3739   4045   3441 
    24 :   3908   3753   2557   3120 
    25 :   3303   3187   4060   3749 
    26 :   2266   2150   2846   2229 
    27 :   4234   4198   4591   4659 
    28 :   4262   3476   2605   3738 
    29 :   2725   2162   3548   3547 
    30 :   5699   5744   5570   5698 
    31 :    594    593   1581   1789 
    32 :   5385   5280   5220   5264 
    33 :   4427   4155   4613   4703 
    34 :   5758   5658   5765   5775 
    35 :   5600   5543   5323   5672 
    36 :   2598   2557   3753   3208 
    37 :   3709   4445   4594   4639 
    38 :   4847   4205   4804   5040 
    39 :   1828    380   1840    372 
    40 :   5149   4552   4910   5206 
    41 :   1455   2241   2054   2271 
    42 :   4698   3654   4442   4227 
    43 :   2947   2095   2545   1368 
    44 :   3704   3955   3327   2765 
    45 :   4966   4935   4746   5109 
    46 :   5169   4962   4999   4827 
    47 :   5675   5403   5319   5243 
    48 :   4248   3764   4165   4674 
    49 :   4694   5112   4616   4294 
    50 :   4399   4819   4876   5093 
    51 :   1244   2881   3853   3505 
    52 :   1285   2920   3778   3333 
    53 :   4086   4279   4507   4202 
    54 :   1438   2097   3222   2720 
    55 :   1556   2698   3339   1920 
    56 :   1407   1860   2747   2712 
    57 :   4935   5313   5559   5357 
    58 :   2861   3469   2970   2746 
    59 :   5199   5446   5597   5445 
    60 :   5532   5566   5694   5398 
    61 :   3378   2714   3430   2596 
    62 :   1302   3766   4153   2504 
    63 :    266   1328   2690   2099 
    64 :   2939   2034   1605   2108 
    65 :   1644    281    280   1574 
    66 :   2072    277    276   1872 
    67 :   5549   5601   5743   5599 
    68 :   2075   3258   3148   1357 
    69 :   4606   4380   3715   4646 
    70 :   5280   5495   4926   5220 
    71 :   4791   3765   4289   3713 
    72 :   5472   5580   5752   5655 
    73 :    927   1768   1422    928 
    74 :   4045   3739   2539   3706 
    75 :   4514   4051   4428   4774 
    76 :   3230   3195   4234   4024 
    77 :   5137   4786   5120   4598 
    78 :   3664   4318   4769   3384 
    79 :   2171   2720   3051   2578 
    80 :   2650   3434   3691   3780 
    81 :   2439   1393   1624   1588 
    82 :   1769   1852    840    839 
    83 :   2019   2543   3192   2692 
    84 :   5022   5300   5409   5334 
    85 :   1195   1194    353    352 
    86 :   3893   4213   4589   4212 
    87 :   3463   3760   3927   3568 
    88 :   3766   3630   4598   4153 
    89 :   4816   4588   5006   4779 
    90 :   3936   4519   4868   4763 
    91 :   3001   1649    832    831 
    92 :    498    536    535    499 
    93 :   2086   2624   2860   3015 
    94 :   1522     26   2354    297 
    95 :   1424   2322   3006   2109 
    96 :   1993   2747   1860   1816 
    97 :   3915   4214   4653   4493 
    98 :   4670   5330   5161   4955 
    99 :   2700   1308   2090   2492 
   100 :   4692   4166   4693   4231 
   101 :   1273   2111   4654   2473 
   102 :   2977   2940   1730   2296 
   103 :   2374    898    897   1825 
   104 :   2245   1525   1392   2958 
   105 :   4443   4648   4150   3636 
   106 :   5848   5857   5856   5766 
   107 :   3242   4212   4680   3937 
   108 :   2706   2518   1328   2091 
   109 :   4207   3121   4097   4243 
   110 :   1334   2389   2051   2703 
   111 :   5865   5806   5711   5840 
   112 :   2983   3078   3399   1909 
   113 :   1931   3097   3692   2688 
   114 :   1716   2062   3009   2306 
   115 :   2880   3860   3125   2056 
   116 :   3791   4249   3699   3462 
   117 :   4024   4234   4659   4135 
   118 :   5871   5865   5840   5885 
   119 :   2371   1831   2358   2030 
   120 :   1231   1230     12   1712 
   121 :    131   2103   2520   1339 
   122 :   5426   5216   5173   5294 
   123 :   4200   4737   5020   4732 
   124 :   2457   1300   1908   2689 
   125 :   5150   5247   4575   5330 
   126 :    586    579    578   1598 
   127 :   3424   2719   3536   2579 
   128 :   1860   1407    541    540 
   129 :   1901   3218   2708   2999 
   130 :   4856   4119   4571   4916 
   131 :   5291   5391   5331   5047 
   132 :   4259   4500   4834   4593 
   133 :     12   1230   1600   1125 
   134 :   2458   1309   2399   2527 
   135 :   5176   4954   5297   5440 
   136 :   1375   2621   3203   2102 
   137 :   2559   2686   3858   3703 
   138 :   4211   3746   4336   4858 
   139 :   2311   2369   1406   2074 
   140 :   4364   4789   4609   5000 
   141 :   3635   4822   4635   3661 
   142 :   5431   5633   5668   5631 
   143 :   3081   3212   3562   2552 
   144 :   5365   5212   5415   5235 
   145 :   2492   3082   3584   2700 
   146 :   5664   5426   5522   5687 
   147 :   2361   3771   4235   2498 
   148 :   1990   3382   3796   3084 
   149 :   2928   3501   3712   3367 
   150 :   5655   5409   5588   5589 
   151 :   3145   3237   2832   2049 
   152 :   4232   4526   3975   3201 
   153 :   1316   1431    660    659 
   154 :   3916   3347   3835   4304 
   155 :   2679   3532   3226   3545 
   156 :   1228   1227    481    480 
   157 :    833   1848   1207    834 
   158 :   5381   5602   5422   4964 
   159 :   2983   3230   4024   3078 
   160 :   3138   2495   1983   2648 
   161 :   5052   5380   5520   5262 
   162 :   3830   4163   4637   4247 
   163 :   3382   4058   4147   3796 
   164 :   5552   5399   5755   5570 
   165 :   2421   1334   2703   3268 
   166 :   4952   5595   5513   5362 
   167 :   3945   2621   2538   3202 
   168 :   3945   3202   3142   3428 
   169 :   3020   2233   3568   3194 
   170 :   3585   4069   3196   2663 
   171 :   1797    501    500    534 
   172 :    412   1564   2404   2117 
   173 :   4496   3678   4419   4575 
   174 :   3147   3748   4527   3768 
   175 :   2976   2629   1996   2754 
   176 :   3576   2518   3244   3680 
   177 :    586    585    580    579 
   178 :   4298   4800   5015   5242 
   179 :   2578   3051   4239   3774 
   180 :   2366   2809   2431   2063 
   181 :    486    485   1394   1596 
   182 :   1116   1380   1966   1682 
   183 :   1278   2474   3248   2083 
   184 :   2047   2335   1549   1619 
   185 :   2811   3578   2673   2647 
   186 :   3129   3190   2952   1969 
   187 :   4604   5009   5130   4971 
   188 :    586   1598   2138    587 
   189 :   4499   3674   4495   4641 
   190 :   4854   5171   5205   5013 
   191 :   1811   1577   2214   2444 
   192 :   2468   3594   4236   3141 
   193 :   5759   5196   5537   5586 
   194 :   2261   2093   1466   2382 
   195 :   3239   3486   2660   3790 
   196 :   4264   4685   4607   4686 
   197 :   1707   1560   2261   2382 
   198 :   2993   2566   3188   3813 
   199 :   4071   4221   4891   3918 
   200 :   1870   3578   2811   1574 
   201 :    383    368    367    384 
   202 :   3422   2422   1444   2883 
   203 :   4573   4857   4520   4465 
   204 :   3565   2812   2239   1408 
   205 :   3752   4052   3654   4233 
   206 :    467    466   1850    468 
   207 :   5799   5838   5772   5723 
   208 :   4901   4969   4597   4344 
   209 :   5824   5846   5804   5775 
   210 :   1915   2501   3643   3313 
   211 :   4681   5002   3607   4261 
   212 :   1465   1265    739    738 
   213 :    491    490    493    492 
   214 :   4901   4970   5188   4969 
   215 :   5233   4696   4513   4581 
   216 :   5259   5123   5177   5423 
   217 :   5704   5499   5609   5787 
   218 :   5858   5881   5878   5877 
   219 :   4777   4237   4197   4829 
   220 :   3830   3418   3668   4163 
   221 :   3125   4647   4257   4016 
   222 :   4935   4966   4734   5313 
   223 :   1874   2735   3037   1873 
   224 :   1354   2536   3677   3236 
   225 :   4167   4197   4237   4682 
   226 :   2538   4073   3775   3202 
   227 :    762   1426   1980   1620 
   228 :   4402   4013   4158   4678 
   229 :   3812   4206   4504   4217 
   230 :   4697   5184   4907   4888 
   231 :   4250   4650   4951   4979 
   232 :   5471   5749   5612   5502 
   233 :   5858   5877   5864   5884 
   234 :   2334      6    691   1846 
   235 :      5   1243   1849    511 
   236 :   2316    463   1853   1233 
   237 :   5694   5735   5625   5803 
   238 :   3131   3652   3959   3186 
   239 :   3576   3680   4318   4869 
   240 :   2324   2082   2739   1311 
   241 :   5292   5591   5685   5427 
   242 :   4633   4157   3617   4576 
   243 :   1752   2120   2730   1914 
   244 :   5852   5869   5880   5827 
   245 :   4741   4554   3594   4270 
   246 :   2473   4654   5100   4117 
   247 :   1616   2136   1529   1678 
   248 :   2518   2706   3107   3244 
   249 :   2258   3020   3194   2924 
   250 :   3545   3835   3347   2679 
   251 :   1363   1658    806    805 
   252 :    369    382    381    370 
   253 :   1972   3203   2621   3945 
   254 :    582    581    584    583 
   255 :   4913   4980   4239   4672 
   256 :   4298   5242   5084   4751 
   257 :   4841   4927   4968   4840 
   258 :   5146   4582   4128   4991 
   259 :   5555   5592   5610   5526 
   260 :   5072   5453   5635   5363 
   261 :   4283   4577   4173   3822 
   262 :   4834   4661   5000   4593 
   263 :    406   1588   1624    407 
   264 :   4734   5016   5449   5313 
   265 :   5162   5217   5507   5369 
   266 :   2637   2909   2754   1996 
   267 :   1339   2520   3410   2718 
   268 :   4448   3941   4482   4552 
   269 :   2167   2542   1878   1601 
   270 :   1817   1246    704    703 
   271 :   4642   4168   4676   5173 
   272 :   5049   4602   5068   4649 
   273 :   3521   3104   2561   2729 
   274 :   3187   1991   2708   3218 
   275 :   5620   5752   5580   5535 
   276 :    231    230   1371   2014 
   277 :   3283   3604   4563   4230 
   278 :   1803   2054   2241    529 
   279 :   5437   5589   5588   5701 
   280 :   5232   5523   5561   5522 
   281 :   4186   4146   3639   3795 
   282 :   5309   5438   5653   5495 
   283 :   1142    433    432   1143 
   284 :   4493   4653   4720   4193 
   285 :   4652   4762   4244   4177 
   286 :   4722   4386   4840   4968 
   287 :   4483   3607   5002   4564 
   288 :   5141   4945   4894   5316 
   289 :   4401   4145   3726   4011 
   290 :   2177   3254   4057   2839 
   291 :   2434   1544   2136   1616 
   292 :   5749   5573   5834   5784 
   293 :   2459   2071   1658   3476 
   294 :   4584   4963   5505   5088 
   295 :   4615   4699   4863   4845 
   296 :   1115   1867   2529   2445 
   297 :   2126   1319   3150   2488 
   298 :   3246   2515   1322   2179 
   299 :   1240    408    407   1624 
   300 :    423   1856    425    424 
   301 :   5795   5847   5864   5848 
   302 :   4322   4798   4543   4739 
   303 :   4244   3692   3097   4177 
   304 :   3350   3761   3106   2766 
   305 :   1978   1780   2171   2578 
   306 :   5069   4733   5138   5256 
   307 :   1319   3220   3637   3150 
   308 :   2160   1413   2799   2752 
   309 :   3283   4230   3690   2478 
   310 :   2884   2691   1397   2137 
   311 :   2249   1185   1184   1531 
   312 :   2705   3575   2572   2044 
   313 :   1158   1367   2067     13 
   314 :    334    333   1300   2457 
   315 :   5281   5485   5601   5514 
   316 :   1807    469    468   1850 
   317 :   4360   3732   3975   4526 
   318 :   4963   5139   4636   4794 
   319 :    534    500    499    535 
   320 :    406    405    404   1588 
   321 :   1300    331    330   2077 
   322 :   2498   4235   4576   3617 
   323 :   5583   5415   5636   5755 
   324 :   2208   1311   2739   3372 
   325 :   1747   2589   3520   2731 
   326 :   5556   5631   5339   5442 
   327 :   3205   3952   2888   3233 
   328 :   3549   2996   2514   3119 
   329 :   5772   5801   5684   5837 
   330 :   5516   5203   5587   5632 
   331 :   3771   4658   4986   4235 
   332 :   1274   1200   1199   1379 
   333 :   1606    886   1270   2223 
   334 :   5285   5449   5640   5489 
   335 :   4035   4311   3779   4089 
   336 :   1644   2647   2345   2069 
   337 :   1306   2722   3086   1907 
   338 :   4080   3099   4231   4693 
   339 :   5531   5677   5702   5670 
   340 :   2123   2469   3257   1262 
   341 :    767   2648   1983    768 
   342 :   1305   2726   1153   1152 
   343 :   5495   5653   5293   4926 
   344 :   1613   2216    647    646 
   345 :   2095   1566   2674   3483 
   346 :   1868   1090   1089   1366 
   347 :   1135   2359   1732    446 
   348 :   5642   5793   5702   5406 
   349 :   3234   2295   1578   2683 
   350 :    459   1723   2092    460 
   351 :   3774   4239   4980   4656 
   352 :   1781    290    289    288 
   353 :   4344   4597   4672   4536 
   354 :   2931   3584   3631   3254 
   355 :   1485   1618    551    550 
   356 :   2361   1269   2468   3141 
   357 :   4584   3767   3622   4139 
   358 :   3172   3745   2524   3466 
   359 :   5199   5445   5483   5364 
   360 :   2640   3243   2815   2188 
   361 :   1231   1712   1962     28 
   362 :   5735   5694   5566   5812 
   363 :   4876   4819   4224   4511 
   364 :   2674   3206   3780   3483 
   365 :   4694   4294   3838   4190 
   366 :   5865   5873   5851   5806 
   367 :   3116   3751   4476   3705 
   368 :   4884   4724   4909   5186 
   369 :   3439   3209   3016   3171 
   370 :   5577   5611   5460   5545 
   371 :   4232   5025   4644   4526 
   372 :   2919   3792   4332   3387 
   373 :   4198   4234   3195   3980 
   374 :   2086   3015   1587   1699 
   375 :   5378   5435   5452   4925 
   376 :   1508   1830    882    881 
   377 :   5751   5615   5785   5778 
   378 :   3614   4223   3931   3580 
   379 :   3278   3787   4601   3733 
   380 :   2637   2752   2628   2909 
   381 :   2669   3215   3694   3377 
   382 :   2107    920    919   1279 
   383 :   3927   3760   4875   4242 
   384 :   2069    284    283   1644 
   385 :   5100   5003   5216   5253 
   386 :   1305   2506   3259   2726 
   387 :   1245   1637   3727   3245 
   388 :   3845   3148   3805   3786 
   389 :   4948   5308   4999   4962 
   390 :   4782   5012   4801   4955 
   391 :   1470   1586   2228   2055 
   392 :   2478   3213   2119   1498 
   393 :   5698   5636   5489   5640 
   394 :   3962   4302   4402   4678 
   395 :   5083   4605   4291   3742 
   396 :   2547   2955   1520   2202 
   397 :   4894   4973   5170   5316 
   398 :   4009   3079   2925   2017 
   399 :   1943   2581   2398   1864 
   400 :   5003   4642   5173   5216 
   401 :   3738   4513   4696   4262 
   402 :   1707    519    518    513 
   403 :    357    356   1812    360 
   404 :    494    493    490    489 
   405 :    443    442   1778   1668 
   406 :    512    511   1849   1560 
   407 :   4277   3225   3811   2469 
   408 :   1615    219    218   2094 
   409 :   4152   5007   5120   4691 
   410 :   3689   3809   3908   4415 
   411 :   5780   5791   5686   5837 
   412 :   1529    387    386   1678 
   413 :   1467   2132   2591   2742 
   414 :   3078   4024   4135   3648 
   415 :   1258    698    697   1601 
   416 :   2098   1249    813    812 
   417 :   1409   1851   2337   2952 
   418 :   4488   4306   3794   4299 
   419 :   3778   4497   4091   3333 
   420 :   4176   5093   4150   4648 
   421 :   3373   2925   3079   4049 
   422 :    196   1857   1448    970 
   423 :   3546   2765   1557   2424 
   424 :   2035   3855   3657   3102 
   425 :   4220   5055   4956   4883 
   426 :   2542   2167   1433   3019 
   427 :   2724   1969   1614   1255 
   428 :   4235   4986   5217   4576 
   429 :   1049   1604   2317   1050 
   430 :   5410   5638   5637   5651 
   431 :   4624   4721   4983   5375 
   432 :   5123   4826   5070   5177 
   433 :   2866   2195   1527   2156 
   434 :   5743   5808   5731   5599 
   435 :   4136   4965   5017   4875 
   436 :   1266   2699   3264   2070 
   437 :   3795   3639   3322   3076 
   438 :   5007   4152   3087   4699 
   439 :   1268    847    846   1611 
   440 :   3731   3241   2965   3160 
   441 :   1963   1483    471    470 
   442 :   1451   2007   2283   1728 
   443 :   1525   2245    560   2165 
   444 :   2470   3280   3802   4300 
   445 :    898   2374   1585    899 
   446 :   4413   4515   4673   4566 
   447 :   3564   1985   3894   2560 
   448 :   3349   3814   3519   2000 
   449 :   1324   1612   1110   1109 
   450 :    172   2328    174    173 
   451 :   2694   3972   4240   4338 
   452 :   2583   2717   2163   1295 
   453 :   1368   2545   4168   4330 
   454 :   3340   3809   3689   2528 
   455 :   2439   2824   1999   1393 
   456 :   5021   5215   5470   5322 
   457 :   1810   2089   1705   1686 
   458 :   1283   2105   3269   2476 
   459 :   4973   5020   4737   5170 
   460 :   3209   3439   2541   3825 
   461 :   4647   3125   3860   4210 
   462 :   3567   3536   2719   1974 
   463 :   2421   3268   4073   2538 
   464 :   2548   3204   3699   3990 
   465 :   5184   5401   5567   5393 
   466 :   3770   4670   4955   4151 
   467 :   4769   4303   4793   4468 
   468 :   2508   3370   3635   3661 
   469 :   3132   2774   3256   3812 
   470 :   3259   3630   1998   2726 
   471 :    293   1357    295    294 
   472 :   1784   1785   2458   2887 
   473 :   2197   2670   3346   3028 
   474 :   5130   5009   4978   4596 
   475 :   1619   1653   2773   2047 
   476 :   1870   1398   2601   3578 
   477 :    163    162   1651   2115 
   478 :    546   1821    548    547 
   479 :   3765   4791   4985   4713 
   480 :   1613    646    645   1798 
   481 :   3910   4305   4618   4143 
   482 :   2083    758    757   1278 
   483 :   4962   4783   4579   4948 
   484 :   1361   2451   2908   2603 
   485 :    329   1471   2077    330 
   486 :   1268   2987   3280   2122 
   487 :   3211   2470   4300   3801 
   488 :   1023   1594   1492   1024 
   489 :   1963   2809   2366   1483 
   490 :    585    584    581    580 
   491 :   2119    165    164   1498 
   492 :    713    712   1513   2206 
   493 :    209   2070   1401    210 
   494 :   2744   2024   2109   3006 
   495 :   1380   2671   3781   1966 
   496 :   1830   1509    883    882 
   497 :   1969   2724   3822   3129 
   498 :     97   1633   2238     98 
   499 :    300   1782   2407    301 
   500 :   2228    609    608   1395 
   501 :   2725   1813   1554   2162 
   502 :   5223   5447   5521   5295 
   503 :   5223   5295   4938   5246 
   504 :   5207   5546   5603   5420 
   505 :   3449   2728   2052   3266 
   506 :    374   1840    376    375 
   507 :    366    385    384    367 
   508 :   3410   2520   3255   3866 
   509 :    871    870   1421   1698 
   510 :    245   1811    247    246 
   511 :   2936   1330   2512   3470 
   512 :   3254   2177   1422   2931 
   513 :   5239   4943   4857   4573 
   514 :   2129   2432    482    481 
   515 :   1599   1500   2257   2224 
   516 :    534    533   1795   1797 
   517 :   1196   1195    352    351 
   518 :   2593   3296   2373   1696 
   519 :   1269   2106   3221   2468 
   520 :   3097   3939   4690   4177 
   521 :   1862   1037   1036   1863 
   522 :   1257   1770   1099   1098 
   523 :    221   1615   2110    222 
   524 :   1665   2204   2494   3514 
   525 :    694   2383   1433    695 
